SG_UF,NM_MUNICIPIO,CD_TSE,CD_IBGE
SP,VALENTIM GENTIL,72230,3556107
AL,SATUBA,28770,2708907
PR,SENGÉS,79014,4126306
SP,REGISTRO,69531,3542602
PB,PEDRAS DE FOGO,21253,2511202
MG,PARAOPEBA,49476,3147402
SP,POTIRENDABA,69175,3540804
MG,DURANDÉ,40169,3123528
CE,COREAÚ,13811,2304004
RS,TOROPI,88900,4321493
MT,COTRIGUAÇU,90425,5103379
PR,ITAGUAJÉ,76112,4110904
RJ,SANTO ANTÔNIO DE PÁDUA,58939,3304706
PR,CHOPINZINHO,75035,4105409
SC,URUSSANGA,83739,4219002
BA,PÉ DE SERRA,39810,2924058
MA,SÃO BERNARDO,9091,2110609
MG,RAUL SOARES,50792,3154002
AL,RIO LARGO,28533,2707701
BA,LIVRAMENTO DE NOSSA SENHORA,36919,2919504
BA,CAEM,34010,2905107
TO,AGUIARNÓPOLIS,73512,1700301
SP,SÃO LOURENÇO DA SERRA,61905,3549953
BA,IRARÁ,35912,2914505
MT,TAPURAH,90689,5108006
SP,VOTUPORANGA,72451,3557105
BA,JIQUIRIÇÁ,36650,2918209
SP,TABAPUÃ,71536,3552601
RN,ACARI,16012,2400109
RN,TOUROS,18856,2414407
CE,UMARI,15750,2313708
SP,BROTAS,62596,3507902
RS,CANELA,85855,4304408
BA,SÃO FÉLIX DO CORIBE,38822,2929057
GO,IPORÁ,93998,5210208
SP,AVAÍ,61859,3504305
BA,SÃO MIGUEL DAS MATAS,38873,2929404
MG,ARICANDUVA,41700,3104452
RJ,ITALVA,59293,3302056
PA,TAILÂNDIA,4022,1507953
MS,ANGÉLICA,91693,5000856
MG,BOCAIÚVA,41459,3107307
SP,VERA CRUZ,72354,2414803
MG,SANTO ANTÔNIO DO RETIRO,41521,3160454
MG,BRUMADINHO,41793,3109006
MT,BRASNORTE,90468,5101902
PE,BONITO,23450,1501600
CE,SOLONÓPOLE,15610,2313005
PA,VISEU,5657,1508308
RS,DOIS LAJEADOS,84824,4306452
SP,APIAÍ,61530,3502705
AM,JUTAÍ,2496,1302306
RO,MIRANTE DA SERRA,574,1101302
SP,GUARAREMA,64670,3518305
PR,NOVA CANTU,77194,4116802
MS,CHAPADÃO DO SUL,91782,5002951
SC,TIJUCAS,83550,4218004
PI,CAXINGÓ,12688,2202653
SP,LARANJAL PAULISTA,66290,3526407
PE,ITACURUBA,24473,2607406
MG,IBERTIOGA,45870,3129400
PR,SERRANÓPOLIS DO IGUAÇU,75647,4126355
BA,AMARGOSA,33197,2901007
CE,PIRES FERREIRA,13048,2310951
GO,MAMBAÍ,94498,5212709
RJ,APERIBÉ,58181,3300159
MG,GUAXUPÉ,45730,3128709
SP,TAUBATÉ,71838,3554102
PB,SERRARIA,22195,2515906
GO,ARUANÃ,92495,5202502
CE,QUIXERAMOBIM,15296,2311405
GO,FORMOSO,93637,3126208
PB,IMACULADA,20354,2506707
MG,IPABA,40266,3131158
MA,COELHO NETO,7650,2103406
RS,IMBÉ,85685,4310330
PB,SANTA INÊS,19569,2109908
PR,TAMBOARA,79090,4126702
PB,PICUÍ,21296,2511400
RN,JOÃO CÂMARA,17132,2405801
AL,JARAMATAIA,27731,2703700
SP,IPERÓ,65218,3521002
MG,JESUÂNIA,47171,3135902
BA,FIRMINO ALVES,35173,2910909
SP,ESTIVA GERBI,61662,3557303
AL,GIRAU DO PONCIANO,27570,2702900
SP,MANDURI,66737,3528601
MA,SANTA FILOMENA DO MARANHÃO,8206,2109759
SC,MARAVILHA,82058,2704609
PE,FLORESTA,24139,2605707
BA,BARROCAS,30775,2903276
RN,CANGUARETAMA,16438,2402204
SP,CAPÃO BONITO,63053,3510203
SP,COLINA,63410,3512001
SE,GARARU,31496,2802403
BA,CASTRO ALVES,34452,2907301
MG,PIRAPORA,50237,3151206
RJ,PARAÍBA DO SUL,58734,3303708
MG,ÁGUA BOA,40118,3100609
CE,URUBURETAMA,15776,2313807
AL,MARECHAL DEODORO,27936,2704708
PI,ALTOS,10073,2200400
MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,42340,3164431
MG,PAULA CÂNDIDO,49654,3148301
PI,COCAL,10537,2202703
MG,IBIRITÉ,45950,3129806
BA,JANDAÍRA,36595,2405108
PI,BOM JESUS,10375,2201903
ES,PRESIDENTE KENNEDY,56855,1718402
MG,MIRABELA,48399,3142007
BA,NOVA IBIÁ,39969,2922755
PR,LAPA,76570,4113205
AL,LIMOEIRO DE ANADIA,27839,2704203
SE,CRISTINÁPOLIS,31330,2801702
MG,NOVA SERRANA,49034,3145208
PB,SÃO JOSÉ DE PIRANHAS,21911,2514503
RN,DOUTOR SEVERIANO,16632,2403202
AL,IGREJA NOVA,27634,2703205
MA,FORTALEZA DOS NOGUEIRAS,7790,2104107
PB,CACIMBAS,19364,2503555
ES,SANTA TERESA,56910,3204609
SP,NANTES,62340,3532157
ES,ALTO RIO NOVO,56065,3200359
RO,RIO CRESPO,647,1100262
PA,SÃO MIGUEL DO GUAMÁ,5517,1507607
TO,PARAÍSO DO TOCANTINS,95192,1716109
PE,OROCÓ,24953,2609808
BA,FORMOSA DO RIO PRETO,35211,2911105
RR,RORAINÓPOLIS,3085,1400472
RJ,IGUABA GRANDE,58262,3301876
BA,CANUDOS,30856,2906824
BA,CONCEIÇÃO DA FEIRA,34630,2908200
SP,ÁLVARO DE CARVALHO,61271,3501400
SP,ÁGUAS DE SÃO PEDRO,61115,3500600
MA,PRESIDENTE JUSCELINO,8818,2109205
GO,ITABERAÍ,94030,5210406
RS,FAGUNDES VARELA,84930,4307864
PI,SÃO PEDRO DO PIAUÍ,12092,2210508
PR,MATO RICO,74527,4115739
BA,SÍTIO DO QUINTO,39900,2930766
MG,RESPLENDOR,50857,3154309
GO,ARAGARÇAS,92339,5201702
GO,AMORINÓPOLIS,92177,5200902
PE,PETROLÂNDIA,25194,2611002
AL,JUNQUEIRO,27790,2704005
MA,PERITORÓ,8087,2108454
SP,LUCÉLIA,66494,3527405
RN,TIBAU,16225,2411056
MS,SETE QUEDAS,98132,5007703
MG,BELMIRO BRAGA,41211,3106101
RS,CANDIOTA,86487,4304358
PR,SAUDADE DO IGUAÇU,75060,4126272
PE,FREI MIGUELINHO,24155,2605806
BA,PARIPIRANGA,37770,2923803
BA,IGUAÍ,35718,2913507
MA,SÃO JOÃO DO SOTER,8346,2111078
AM,BENJAMIN CONSTANT,2135,1300607
ES,IÚNA,56596,3203007
PB,PATOS,21172,2510808
MA,PARNARAMA,8559,2107803
GO,GOUVELÂNDIA,92266,5209150
SP,BARRA BONITA,62057,3505302
PR,CORBÉLIA,75230,4106308
SP,SABINO,69930,3544608
MG,MINDURI,48372,3141900
MG,MONTE ALEGRE DE MINAS,48550,3142809
BA,SÃO FÉLIX,38792,2929008
PI,URUÇUÍ,12238,2211209
GO,DIORAMA,93432,5207105
TO,TOCANTÍNIA,96199,1721109
PE,CUSTÓDIA,24015,2605103
BA,IGRAPIÚNA,35700,2913457
RS,PORTO XAVIER,88056,4315107
PI,SÃO JOÃO DA SERRA,11975,2209906
PI,PALMEIRAIS,11495,2207504
SP,PIRAJUÍ,68799,3538907
GO,NOVA ROMA,94951,5214903
RN,BENTO FERNANDES,16314,2401602
CE,IPAPORANGA,13340,2305654
MG,CAMBUQUIRA,42137,3110707
PR,CIDADE GAÚCHA,75078,4105607
PB,PEDRA LAVRADA,21237,2511103
BA,CONDEÚBA,34738,2908705
MG,DOM VIÇOSO,44555,3122801
SC,SÃO BENTO DO SUL,83119,4215802
MG,POUSO ALTO,50512,3152600
SP,LORENA,66451,3527207
PI,PEDRO II,11576,2207900
TO,DIVINÓPOLIS DO TOCANTINS,92185,1707108
RS,CAPÃO DA CANOA,89150,4304630
CE,GUARAMIRANGA,14036,2305100
SC,RIO DOS CEDROS,82899,4214706
MG,CRISTINA,44091,3120508
RN,CAMPO GRANDE,16250,2402105
PA,MONTE ALEGRE,4952,1504802
PI,BATALHA,10294,2201507
MG,PEDRINÓPOLIS,49832,3149200
SP,CERQUILHO,63312,3511508
BA,BOA NOVA,33731,2903706
SC,CORREIA PINTO,83950,4204558
MG,FRUTAL,45411,3127107
SP,CAJURU,62898,3509403
PE,TUPANATINGA,26158,2615805
PI,NOVA SANTA RITA,10960,2207959
RS,TRÊS CACHOEIRAS,85367,4321667
MA,SÃO JOÃO BATISTA,9172,2111003
SP,ARTUR NOGUEIRA,61751,3503802
PR,MEDIANEIRA,77011,4115804
GO,CEZARINA,92100,5205455
BA,TAPEROÁ,39233,2516508
TO,ALVORADA,92134,1700707
MG,BERILO,41297,3106507
PE,MORENO,24872,2609402
PI,SOCORRO DO PIAUÍ,12173,2210904
MG,ALPERCATA,40355,3101805
CE,RUSSAS,15377,2311801
RS,TUCUNDUVA,89451,4322103
MG,CORAÇÃO DE JESUS,43753,3118809
RO,ALTA FLORESTA DOESTE,310,1100015
PB,RIACHÃO,19208,2109502
TO,SÍTIO NOVO DO TOCANTINS,96130,1720804
SP,BALBINOS,61930,3504701
RS,IGREJINHA,87033,4310108
RJ,PORTO REAL,58327,3304110
PB,MASSARANDUBA,20850,2509206
PR,TUPÃSSI,79936,4127957
MT,ALTA FLORESTA,89877,5100250
BA,GLÓRIA,35270,2911402
TO,SANTA TEREZINHA DO TOCANTINS,73539,1720002
TO,SAMPAIO,92541,1718808
MG,LAGAMAR,47414,3137106
MG,SANTA RITA DE JACUTINGA,51853,3159308
MS,RIO BRILHANTE,91430,5007208
ES,JERÔNIMO MONTEIRO,56618,3203106
CE,PARAIPABA,15997,2310258
PI,ITAUEIRA,11010,2205102
MG,UNAÍ,54070,3170404
SP,SANTA ISABEL,70378,3546801
MG,NOVA UNIÃO,47317,1101435
PE,TAMANDARÉ,23280,2614857
AP,ITAUBAL,6041,1600253
MA,MONÇÃO,8370,2106904
ES,MONTANHA,56693,3203502
PA,BAIÃO,4235,1501204
PB,ITAPOROROCA,20435,2507101
PE,CARNAÍBA,23779,2603900
RJ,SANTA MARIA MADALENA,58912,3304607
BA,SANTO ESTEVÃO,38750,2928802
PE,IGUARACY,24376,2606903
MG,GONZAGA,45497,3127503
PE,CAETÉS,23639,2603207
SP,SANTA GERTRUDES,70351,3546702
RN,SERRA CAIADA,18058,2410306
AC,SANTA ROSA DO PURUS,1031,1200435
SP,BIRITIBA MIRIM,62316,3506607
AM,NOVA OLINDA DO NORTE,2658,1303106
PR,MANDIRITUBA,76791,4114302
SP,ITIRAPINA,65730,3523602
PE,BOM JARDIM,23434,2102002
MA,JENIPAPO DOS VIEIRAS,7765,2105476
SP,ZACARIAS,61921,3557154
MT,VILA BELA DA SANTÍSSIMA TRINDADE,91090,5105507
PA,BOM JESUS DO TOCANTINS,4049,1501576
PB,CONCEIÇÃO,19895,2504405
SP,BOA ESPERANÇA DO SUL,62332,3506706
PR,SIQUEIRA CAMPOS,79073,4126603
RO,ESPIGÃO DO OESTE,256,1100098
SP,CHARQUEADA,63355,3511706
RS,ESPUMOSO,86479,4307500
MG,DORES DE GUANHÃES,44610,3123106
PR,ARARUNA,74314,2501005
MT,TORIXORÉU,91634,5108204
ES,MARILÂNDIA,57070,3203353
BA,MARACÁS,37117,2920502
MG,CARMO DE MINAS,42811,3114105
RS,COLINAS,86584,2103505
GO,PADRE BERNARDO,95095,5215603
GO,CHAPADÃO DO CÉU,92924,5205471
RS,ERVAL SECO,86436,4307302
PE,IPUBI,24457,2607307
PI,DIRCEU ARCOVERDE,12297,2203354
MT,RIBEIRÃO CASCALHEIRA,90662,5107180
MG,ROSÁRIO DA LIMEIRA,40622,3156452
PR,SÃO JOÃO,78719,2613206
AM,BARREIRINHA,2119,1300508
MG,MAR DE ESPANHA,47953,3139805
BA,ITUAÇU,36455,2917201
GO,PORANGATU,95559,5218003
SE,MURIBECA,31852,2804300
MG,MONSENHOR PAULO,48518,3142601
SP,TUPÃ,72010,3555000
RS,TERRA DE AREIA,85162,4321436
PE,AFOGADOS DA INGAZEIRA,23019,2600104
MT,CASTANHEIRA,90549,5102850
PI,CORRENTE,10570,2202901
SP,BASTOS,62154,3505807
PA,GARRAFÃO DO NORTE,5878,1503077
MG,SÃO DOMINGOS DO PRATA,52191,3161007
BA,IBICARAÍ,35416,2912103
SP,RIBEIRÃO BRANCO,69612,3543006
MG,TEIXEIRAS,53694,3168507
MA,CURURUPU,7714,2103703
PR,LINDOESTE,74047,4113452
MG,CONCEIÇÃO DA APARECIDA,43419,3117108
SP,JAÚ,66079,3525300
PR,JATAIZINHO,76473,4112702
PE,ARCOVERDE,23230,2601201
PE,JATOBÁ,23264,2105450
RS,SÃO FRANCISCO DE ASSIS,88650,4318101
RS,NOVA SANTA RITA,87246,2207959
PR,IVAIPORÃ,76236,4111506
GO,MOZARLÂNDIA,94773,5214002
RO,SÃO FELIPE DOESTE,710,1101484
TO,RECURSOLÂNDIA,73229,1718501
MA,PAÇO DO LUMIAR,8494,2107506
PE,PESQUEIRA,25178,2610905
BA,BELO CAMPO,33693,2903508
PA,OURILÂNDIA DO NORTE,5959,1505437
PI,MASSAPÊ DO PIAUÍ,12467,2206050
SP,ARIRANHA,61735,3503703
PR,SANTO ANTÔNIO DA PLATINA,78590,4124103
PA,TERRA ALTA,4545,1507961
PA,MOJUÍ DOS CAMPOS,4863,1504752
SP,CACONDE,62758,3508702
SP,CONCHAS,63479,3512308
MG,BURITIS,41858,1100452
MG,SÃO JOSÉ DA LAPA,40789,3162955
PB,TEIXEIRA,22357,2516706
RS,ARAMBARÉ,86320,4300851
PA,SALVATERRA,5258,1506302
RS,TEUTÔNIA,98213,4321451
PA,PAU DARCO,4308,1505551
PE,QUIXABA,23000,2512606
MS,NIOAQUE,91154,5005806
SP,ANHEMBI,61450,3502309
PB,MANAÍRA,20818,2509008
PA,MOCAJUBA,4910,1504604
RO,PARECIS,701,1101450
PB,CUITÉ DE MAMANGUAPE,19089,2505238
PR,IVATÉ,74462,4111555
MG,MONTE BELO,48593,3143005
PI,BARRO DURO,10278,2201408
SP,ALAMBARI,61581,3500758
PE,BELÉM DO SÃO FRANCISCO,23310,2601607
MA,SÃO JOÃO DO PARAÍSO,8320,2111052
PR,CAMPINA GRANDE DO SUL,74772,4104006
SP,VIRADOURO,72397,3556800
RS,SANTA CLARA DO SUL,87602,4316758
SC,PRESIDENTE GETÚLIO,82759,4214003
PB,JUAZEIRINHO,20559,2507705
BA,GUARATINGA,35351,2911808
PB,MATINHAS,19143,2509339
BA,MUNIZ FERREIRA,37451,2922201
PA,SANTA BÁRBARA DO PARÁ,4243,1506351
SP,CLEMENTINA,63398,3511904
CE,CARIÚS,13650,2303303
GO,BELA VISTA DE GOIÁS,92657,5203302
MG,INIMUTABA,46213,3131109
PR,QUATRO BARRAS,77950,4120804
MA,ALTO ALEGRE DO PINDARÉ,7048,2100477
RS,MARAU,87378,4311809
RS,ARARICÁ,88862,4300877
PI,GILBUÉS,10871,2204402
PR,ALTÔNIA,79510,4100509
SC,PALMITOS,82376,4212106
RS,SÃO FRANCISCO DE PAULA,88676,3161205
PA,GURUPÁ,4618,1503101
MG,LEOPOLDINA,47678,3138401
BA,MULUNGU DO MORRO,37427,2922052
SP,GUAPIAÇU,64513,3517505
CE,CAMPOS SALES,13536,2302701
RS,SÃO JOSÉ DO INHACORÁ,87742,4318499
MG,CARMÉSIA,42757,3113800
RN,PEDRA PRETA,17914,2409605
BA,AMÉLIA RODRIGUES,33219,2901106
RS,VISTA GAÚCHA,85847,4323705
RN,SANTA CRUZ,18236,2411205
PB,IBIARA,20338,2506608
SP,TURMALINA,72079,3169703
MG,ICARAÍ DE MINAS,40240,3130051
PA,ITUPIRANGA,4731,1503705
TO,BOM JESUS DO TOCANTINS,73121,1501576
SP,NOVA GRANADA,67610,3533007
BA,BARRA DO CHOÇA,33570,2902906
BA,SANTA RITA DE CÁSSIA,35491,2928406
CE,MAURITI,14630,2308104
PR,CONGONHINHAS,75175,4106001
MG,JUATUBA,40320,3136652
PR,MAUÁ DA SERRA,74543,4115754
MA,CAPINZAL DO NORTE,7404,2102754
PB,CATINGUEIRA,19852,2504207
SC,APIÚNA,80063,4201257
SE,ITABAIANINHA,31593,2803005
MA,BURITICUPU,7340,2102325
GO,RIANÁPOLIS,95672,5218706
PA,PIÇARRA,4782,1505635
MA,POÇÃO DE PEDRAS,8753,2108900
SP,ORLÂNDIA,67873,3534302
SC,CELSO RAMOS,80268,4204152
RJ,PARATY,58750,3303807
MG,CASA GRANDE,42978,3114907
BA,CAMACÃ,34118,2905602
PB,BARRA DE SANTANA,19780,2501575
SC,BRAÇO DO NORTE,80535,4202800
MG,ESPERA FELIZ,44830,3124203
PR,SÃO JERÔNIMO DA SERRA,78697,4124707
MA,BOM JARDIM,9555,2102002
MG,GUARANI,45675,3128402
MG,GALILÉIA,45454,3127305
MT,NOVA SANTA HELENA,89826,5106190
BA,BRUMADO,33910,2904605
MG,ALMENARA,40339,3101706
PB,ARAÇAGI,19151,2500809
MA,SÃO BENEDITO DO RIO PRETO,9059,2110401
CE,JAGUARUANA,14419,2307007
BA,CIPÓ,34576,2907905
AL,ANADIA,27030,2700201
AC,ASSIS BRASIL,1570,1200054
MG,SÃO FRANCISCO DE SALES,52256,3161304
PE,ANGELIM,23191,2601003
MG,EXTREMA,45012,3125101
MG,ITAIPÉ,46450,3132305
SP,AURIFLAMA,61832,3504206
PE,EXU,24058,2605301
BA,URANDI,39519,2932606
SP,RIBEIRÃO DOS ÍNDIOS,62421,3543238
PR,MARIPÁ,74500,4115358
PI,ALVORADA DO GURGUÉIA,12084,2200459
RJ,BARRA DO PIRAÍ,58050,3300308
BA,JABORANDI,30678,2917359
MG,SOBRÁLIA,53538,3167707
PE,OURICURI,24970,2609907
PA,RIO MARIA,5690,1506161
MG,JORDÂNIA,47295,3136504
SC,BRUNÓPOLIS,81787,4202875
PE,POMBOS,25259,2611309
SP,QUATÁ,69353,3541703
TO,SÃO MIGUEL DO TOCANTINS,73180,1720200
MG,NAQUE,40487,3144359
MG,ITACAMBIRA,46396,3132008
MG,ESMERALDAS,44814,3124104
AL,OLHO DÁGUA GRANDE,28177,2705903
SP,IBIÚNA,64955,3519709
RS,SALDANHA MARINHO,85561,4316436
PI,REDENÇÃO DO GURGUÉIA,11738,2208700
SC,OTACÍLIO COSTA,83976,4211751
SC,MAFRA,81990,4210100
ES,VENDA NOVA DO IMIGRANTE,57975,3205069
GO,AMERICANO DO BRASIL,96610,5200852
SP,RIO DAS PEDRAS,69817,3544004
GO,ITAPACI,94137,5210901
SP,IPIGUÁ,62243,3521150
AL,SÃO LUÍS DO QUITUNDE,28690,2708501
PB,MATARACA,20877,2509305
PB,CUITÉ,20036,2505105
RS,LAGOÃO,85260,4311254
MG,ARCEBURGO,40819,3104106
CE,FRECHEIRINHA,13919,2304509
PR,SANTA ISABEL DO IVAÍ,78492,4123709
MA,OLHO DÁGUA DAS CUNHÃS,8478,2107407
BA,JITAÚNA,36676,2918308
MG,RUBIM,51314,3156601
TO,PRAIA NORTE,92525,1718303
GO,CASTELÂNDIA,92967,5205059
SP,GUARANTÃ,64637,3518107
MA,TIMBIRAS,9350,2112100
SC,LAGUNA,81850,4209409
SP,GENERAL SALGADO,64394,3516903
SP,ORINDIÚVA,67857,3534203
TO,ANANÁS,92193,1701002
MA,RAPOSA,8168,2109452
MG,SANTA MARIA DO SUAÇUÍ,51632,3158201
SC,GAROPABA,81132,4205704
RN,TANGARÁ,18775,2414001
CE,ITAPIÚNA,14311,2306504
SP,SERRA NEGRA,71331,3551603
AL,MESSIAS,28037,2705200
SE,CARIRA,31275,2801405
RS,SÃO VALÉRIO DO SUL,87866,4319737
SP,SUZANÁPOLIS,61301,3552551
PI,SÃO LOURENÇO DO PIAUÍ,10561,2210359
PB,BREJO DOS SANTOS,19593,2502904
PB,DONA INÊS,20150,2505709
PI,PIRACURUCA,11657,2208304
MT,VILA RICA,98990,5108600
GO,FLORES DE GOIÁS,93599,5207907
MT,MARCELÂNDIA,98710,5105580
TO,RIO SONO,96792,1718758
BA,URUÇUCA,39535,2932705
MG,OURO PRETO,49212,3146107
GO,CAMPESTRE DE GOIÁS,92916,5204607
BA,IBIPEBA,35475,2912400
MS,LADÁRIO,91030,5005202
RS,CRUZEIRO DO SUL,86215,1200203
MG,BARROSO,41173,3105905
MG,UBAÍ,53996,3170008
MG,SIMONÉSIA,53511,3167608
MG,NOVA LIMA,48950,3144805
CE,PORTEIRAS,15237,2311108
SC,DOUTOR PEDRINHO,80080,4205159
AM,AUTAZES,2070,1300300
MT,NOVA MONTE VERDE,90360,5108956
MG,BICAS,41378,3106903
AL,JEQUIÁ DA PRAIA,27065,2703759
RN,SÃO MIGUEL,18473,2412500
MA,SÃO FÉLIX DE BALSAS,9130,2110807
PI,RIO GRANDE DO PIAUÍ,11797,2209005
MS,SÃO GABRIEL DO OESTE,98094,5007695
MG,CONGONHAL,43575,3117900
SC,PENHA,82457,4212502
RN,LAGOA SALGADA,17310,2406601
PI,SIMÕES,12130,2210706
CE,MIRAÍMA,14680,2308377
PA,MELGAÇO,4898,1504505
MT,CAMPO NOVO DO PARECIS,90484,5102637
SP,CERQUEIRA CÉSAR,63290,3511409
BA,GONGOGI,35297,2911501
RN,POÇO BRANCO,18015,2410108
MS,DOURADINA,98051,4107256
PB,POMBAL,21431,2512101
RN,PEDRA GRANDE,17892,2409506
PI,ISAÍAS COELHO,10979,2204907
MA,SÃO BENTO,9075,2110500
MG,PIRACEMA,50113,3150604
PR,CIANORTE,75051,4105508
PI,LUIS CORREIA,11134,2205706
TO,ALIANÇA DO TOCANTINS,96954,1700350
MA,JOÃO LISBOA,8095,2105500
PB,JURU,20613,2508000
TO,SILVANÓPOLIS,96598,1720655
MA,AMAPÁ DO MARANHÃO,7080,2100550
SP,PEDRANÓPOLIS,68390,3536901
CE,ITAITINGA,13480,2306256
PA,ULIANÓPOLIS,4324,1508126
MG,CLARAVAL,43273,3116407
AC,XAPURI,1490,1200708
RS,DOM PEDRO DE ALCÂNTARA,88463,4306551
SC,AGRONÔMICA,80055,4200309
GO,FAZENDA NOVA,93530,5207600
SP,JUNQUEIRÓPOLIS,66214,3526001
PI,QUEIMADA NOVA,10421,2208650
SP,TABATINGA,71552,1304062
PE,PAUDALHO,25119,2610608
AM,URUCARÁ,2852,1304302
ES,ALFREDO CHAVES,56057,3200300
BA,IUIU,30660,2917334
RS,BOM PRINCÍPIO,98230,4302352
BA,VÁRZEA NOVA,39950,2933158
MA,FORMOSA DA SERRA NEGRA,7560,2104099
RS,CONSTANTINA,86134,4305801
SP,ÁGUAS DE LINDÓIA,61093,3500501
PI,SÃO MIGUEL DO TAPUIO,12076,2210409
MA,SÃO FRANCISCO DO BREJÃO,8281,2110856
MG,CACHOEIRA DE PAJEÚ,40533,3102704
RS,INDEPENDÊNCIA,87092,2305605
PA,LIMOEIRO DO AJURU,4790,1504000
MG,MENDES PIMENTEL,48291,3141504
RO,PIMENTA BUENO,116,1100189
CE,BAIXIO,13358,2301802
SC,TAIÓ,83518,4217808
PR,CALIFÓRNIA,74675,4103503
MG,CORDISLÂNDIA,43796,3119005
PR,SÃO PEDRO DO PARANÁ,78930,4125902
BA,IBITITÁ,35637,2913101
PE,PALMARES,24996,2610004
MG,BOM DESPACHO,41475,3107406
MG,CAMPO AZUL,41807,3111150
MA,PAULINO NEVES,8044,2108058
SP,CASTILHO,63215,3511003
PR,ICARAÍMA,75930,4109906
MG,ABRE CAMPO,40053,3100302
RJ,TRÊS RIOS,59196,3306008
PR,LEÓPOLIS,76619,4113403
MT,NOVA OLÍMPIA,98736,4117206
BA,MANOEL VITORINO,37095,2920403
PB,BREJO DO CRUZ,19577,2502805
MG,CAPITÓLIO,42552,3112802
RS,CASCA,85952,4304903
SP,RIBEIRÃO DO SUL,69655,3543204
AL,OLIVENÇA,28193,2706000
PR,PALOTINA,77399,4117909
PR,PONTAL DO PARANÁ,75523,4119954
AL,SANTANA DO MUNDAÚ,28614,2708105
BA,ARACATU,33391,2902005
MT,RIO BRANCO,89958,1200401
GO,COLINAS DO SUL,92126,5205521
CE,IRAUÇUBA,14230,2306108
ES,PEDRO CANÁRIO,57150,3204054
BA,MIRANGABA,37290,2921401
BA,CANARANA,34231,2906204
PR,FLORESTA,75558,2605707
PA,JACUNDÁ,4758,1503804
PE,CABROBÓ,23590,2603009
MG,TOMBOS,53830,3169208
RN,VENHA-VER,16187,2414753
BA,ADUSTINA,33065,2900355
PR,CORONEL DOMINGOS SOARES,75248,4106456
BA,CONTENDAS DO SINCORÁ,34754,2908804
SP,CAIABU,62790,3508900
PA,PORTEL,5150,1505809
CE,MUCAMBO,14818,2309003
MA,CANTANHEDE,7510,2102705
GO,CIDADE OCIDENTAL,93025,5205497
BA,AURELINO LEAL,33472,2902401
PB,PAULISTA,21199,2510907
MT,DOM AQUINO,90719,5103601
MG,DIONÍSIO,44350,3121803
CE,ICAPUÍ,15938,2305357
CE,PARACURU,15059,2310209
MG,SÃO JOAQUIM DE BICAS,41629,3162922
BA,SOBRADINHO,39985,2930774
PA,SÃO SEBASTIÃO DA BOA VISTA,5533,1507706
SC,TIMBÓ,83577,4218202
SC,ALFREDO WAGNER,80136,4200705
SC,ÁGUAS FRIAS,80500,4200556
MG,JECEABA,47074,3135407
RS,TAQUARUÇU DO SUL,85669,4321329
CE,SÃO LUÍS DO CURU,15539,2312601
BA,DÁRIO MEIRA,34991,2910008
SC,BIGUAÇU,80454,4202305
AM,CAREIRO DA VÁRZEA,2046,1301159
RO,SÃO FRANCISCO DO GUAPORÉ,795,1101492
RS,QUINZE DE NOVEMBRO,84875,4315354
RS,PINHAL DA SERRA,89362,4314464
BA,BANZAÊ,33529,2902658
PB,PRINCESA ISABEL,21474,2512309
MG,MESQUITA,48330,3141702
PR,CENTENÁRIO DO SUL,74993,4105102
SC,JUPIÁ,81540,4209177
MG,CRUCILÂNDIA,44113,3120607
PI,SANTA CRUZ DO PIAUÍ,11819,2209104
CE,ABAIARA,13013,2300101
BA,CURAÇÁ,34975,2909901
BA,PLANALTO,38016,2925006
PB,SANTANA DE MANGUEIRA,21717,2513505
SE,SALGADO,32239,2806206
MG,IMBÉ DE MINAS,42226,3130556
SC,ERMO,81167,4205191
BA,JAGUAQUARA,36536,2917607
CE,VARJOTA,98574,2313955
SC,MIRIM DOCE,80365,4210852
RS,TUNAS,84840,4322152
MT,NOVA MUTUM,90646,5106224
AM,PARINTINS,2690,1303403
SP,VARGEM,61549,3556354
PE,MIRANDIBA,24856,2609303
SC,WITMARSUM,83810,4219408
PB,CATOLÉ DO ROCHA,19879,2504306
MG,MERCÊS,48313,3141603
RJ,TANGUÁ,58360,3305752
BA,UBAÍRA,39411,2932101
MG,LAGOA FORMOSA,47490,3137502
MG,ITAMARANDIBA,46493,3132503
BA,ANGUERA,33294,2901502
RS,GRAMADO,86819,4309100
PA,ANAJÁS,4138,1500701
SP,MONTE MOR,67377,3531803
PE,TEREZINHA,26018,2615102
RJ,QUATIS,58025,3304128
TO,ARAGUAÇU,92398,1702000
TO,AUGUSTINÓPOLIS,96857,1702554
PB,BOA VENTURA,19437,2502102
MG,VIRGINÓPOLIS,54372,3171808
MS,COXIM,90654,5003306
BA,VERA CRUZ,39632,2414803
MG,JOÃO PINHEIRO,47252,3136306
SC,PONTE ALTA,82619,4213302
PR,IRETAMA,76090,4110805
SC,POMERODE,82597,4213203
RN,ASSÚ,16039,2400208
BA,LAGOA REAL,36765,2918753
RS,JÓIA,98299,4311155
PB,REMÍGIO,21555,2512705
SP,AREALVA,61670,3503406
PR,PORTO VITÓRIA,77852,4120309
SC,ORLEANS,82295,4211702
MS,BONITO,90433,1501600
MG,COLUNA,43354,3116803
RJ,PINHEIRAL,58246,3303955
BA,SANTANA,38652,1600600
